구분별,시점,경기실적SBHI
도매 및 소매업,2019.04 월,79.2
도매 및 소매업,2019.05 월,76.6
도매 및 소매업,2019.06 월,73.9
도매 및 소매업,2019.07 월,72.7
도매 및 소매업,2019.08 월,67.7
도매 및 소매업,2019.09 월,77.7
도매 및 소매업,2019.10 월,77.5
도매 및 소매업,2019.11 월,76.3
도매 및 소매업,2019.12 월,72.7
도매 및 소매업,2020.01 월,74.1
도매 및 소매업,2020.02 월,58.9
도매 및 소매업,2020.03 월,45.8
도매 및 소매업,2020.04 월,46.3
도매 및 소매업,2020.05 월,52.7
도매 및 소매업,2020.06 월,62
도매 및 소매업,2020.07 월,56.4
도매 및 소매업,2020.08 월,52.6
도매 및 소매업,2020.09 월,61.7
도매 및 소매업,2020.10 월,66.6
도매 및 소매업,2020.11 월,66.8
도매 및 소매업,2020.12 월,58.7
도매 및 소매업,2021.01 월,61.9
도매 및 소매업,2021.02 월,57.9
도매 및 소매업,2021.03 월,68.2
도매 및 소매업,2021.04 월,76
도매 및 소매업,2021.05 월,75.5
도매 및 소매업,2021.06 월,73.7
도매 및 소매업,2021.07 월,69.2
도매 및 소매업,2021.08 월,66.3
도매 및 소매업,2021.09 월,74.6
도매 및 소매업,2021.10 월,78
도매 및 소매업,2021.11 월,83.1
도매 및 소매업,2021.12 월,80.7
도매 및 소매업,2022.01 월,79.8
도매 및 소매업,2022.02 월,70.6
도매 및 소매업,2022.03 월,74.4
도매 및 소매업,2022.04 월,83.4
운수업,2015.01 월,75.5
운수업,2015.02 월,80.6
운수업,2015.03 월,87.3
운수업,2015.04 월,85
운수업,2015.05 월,89.9
운수업,2015.06 월,76.5
운수업,2015.07 월,76.8
운수업,2015.08 월,76.1
운수업,2015.09 월,86.1
운수업,2015.10 월,91.6
운수업,2015.11 월,88.7
운수업,2015.12 월,87
운수업,2016.01 월,80.5
운수업,2016.02 월,71.8
운수업,2016.03 월,88.7
운수업,2016.04 월,88.6
운수업,2016.05 월,88.8
운수업,2016.06 월,90.3
운수업,2016.07 월,86.4
운수업,2016.08 월,82.7
운수업,2016.09 월,88.6
운수업,2016.10 월,88.3
운수업,2016.11 월,79.8
운수업,2016.12 월,78.4
운수업,2017.01 월,76.9
운수업,2017.02 월,75.4
운수업,2017.03 월,81.7
운수업,2017.04 월,86.1
운수업,2017.05 월,85.3
운수업,2017.06 월,79.5
운수업,2017.07 월,81.3
운수업,2017.08 월,77.9
운수업,2017.09 월,91
운수업,2017.10 월,88.4
운수업,2017.11 월,86.1
운수업,2017.12 월,84.4
운수업,2018.01 월,75.2
운수업,2018.02 월,73.6
운수업,2018.03 월,83.7
운수업,2018.04 월,87
운수업,2018.05 월,88.6
운수업,2018.06 월,81.4
운수업,2018.07 월,80.4
운수업,2018.08 월,72.9
운수업,2018.09 월,85.3
운수업,2018.10 월,85.3
운수업,2018.11 월,77.6
운수업,2018.12 월,77.4
운수업,2019.01 월,68.5
운수업,2019.02 월,67.1
운수업,2019.03 월,83.9
운수업,2019.04 월,88.5
운수업,2019.05 월,88.9
운수업,2019.06 월,83.2
운수업,2019.07 월,77.6
운수업,2019.08 월,80
운수업,2019.09 월,76.7
운수업,2019.10 월,83.2
운수업,2019.11 월,83.1
운수업,2019.12 월,76.8
운수업,2020.01 월,78
운수업,2020.02 월,66
운수업,2020.03 월,48.9
운수업,2020.04 월,45.8
운수업,2020.05 월,57.2
운수업,2020.06 월,61.6
운수업,2020.07 월,63.6
운수업,2020.08 월,68.4
운수업,2020.09 월,61.9
운수업,2020.10 월,69.2
운수업,2020.11 월,70.6
운수업,2020.12 월,64.3
운수업,2021.01 월,62.1
운수업,2021.02 월,62.3
운수업,2021.03 월,70.3
운수업,2021.04 월,78.3
운수업,2021.05 월,74
운수업,2021.06 월,78.4
운수업,2021.07 월,71.4
운수업,2021.08 월,67.6
운수업,2021.09 월,77.2
운수업,2021.10 월,76.7
운수업,2021.11 월,77.5
운수업,2021.12 월,76.9
운수업,2022.01 월,75.8
운수업,2022.02 월,75.2
운수업,2022.03 월,76.2
운수업,2022.04 월,87.4
숙박 및 음식점업,2015.01 월,75.2
숙박 및 음식점업,2015.02 월,80
숙박 및 음식점업,2015.03 월,92.9
숙박 및 음식점업,2015.04 월,97.6
숙박 및 음식점업,2015.05 월,109.1
숙박 및 음식점업,2015.06 월,61.5
숙박 및 음식점업,2015.07 월,68.5
숙박 및 음식점업,2015.08 월,83.4
숙박 및 음식점업,2015.09 월,79.8
숙박 및 음식점업,2015.10 월,90.9
숙박 및 음식점업,2015.11 월,89.4
숙박 및 음식점업,2015.12 월,103.1
숙박 및 음식점업,2016.01 월,82.5
숙박 및 음식점업,2016.02 월,69.8
숙박 및 음식점업,2016.03 월,78.3
숙박 및 음식점업,2016.04 월,80.2
숙박 및 음식점업,2016.05 월,95.3
숙박 및 음식점업,2016.06 월,88.4
숙박 및 음식점업,2016.07 월,83.1
숙박 및 음식점업,2016.08 월,86.9
숙박 및 음식점업,2016.09 월,76.6
숙박 및 음식점업,2016.10 월,74.3
숙박 및 음식점업,2016.11 월,76.8
숙박 및 음식점업,2016.12 월,71.4
숙박 및 음식점업,2017.01 월,60.5
숙박 및 음식점업,2017.02 월,64.5
숙박 및 음식점업,2017.03 월,80.4
숙박 및 음식점업,2017.04 월,86.2
숙박 및 음식점업,2017.05 월,91.6
숙박 및 음식점업,2017.06 월,75.2
숙박 및 음식점업,2017.07 월,86.8
숙박 및 음식점업,2017.08 월,76.8
숙박 및 음식점업,2017.09 월,84.1
숙박 및 음식점업,2017.10 월,78.4
숙박 및 음식점업,2017.11 월,79.9
숙박 및 음식점업,2017.12 월,90.9
숙박 및 음식점업,2018.01 월,67.5
숙박 및 음식점업,2018.02 월,67.9
숙박 및 음식점업,2018.03 월,73.3
숙박 및 음식점업,2018.04 월,83.6
숙박 및 음식점업,2018.05 월,79.5
숙박 및 음식점업,2018.06 월,72.7
숙박 및 음식점업,2018.07 월,75
숙박 및 음식점업,2018.08 월,75.6
숙박 및 음식점업,2018.09 월,68.5
숙박 및 음식점업,2018.10 월,81.1
숙박 및 음식점업,2018.11 월,80.1
숙박 및 음식점업,2018.12 월,84
숙박 및 음식점업,2019.01 월,71.1
숙박 및 음식점업,2019.02 월,71.6
숙박 및 음식점업,2019.03 월,73
숙박 및 음식점업,2019.04 월,76.2
숙박 및 음식점업,2019.05 월,81.3
숙박 및 음식점업,2019.06 월,66.6
숙박 및 음식점업,2019.07 월,71
숙박 및 음식점업,2019.08 월,76
숙박 및 음식점업,2019.09 월,70.6
숙박 및 음식점업,2019.10 월,78.4
숙박 및 음식점업,2019.11 월,77.6
숙박 및 음식점업,2019.12 월,92.2
숙박 및 음식점업,2020.01 월,72.8
숙박 및 음식점업,2020.02 월,44.5
숙박 및 음식점업,2020.03 월,21.6
숙박 및 음식점업,2020.04 월,38.6
숙박 및 음식점업,2020.05 월,58.5
숙박 및 음식점업,2020.06 월,61.8
숙박 및 음식점업,2020.07 월,63.8
숙박 및 음식점업,2020.08 월,53.5
숙박 및 음식점업,2020.09 월,38.7
숙박 및 음식점업,2020.10 월,52.7
숙박 및 음식점업,2020.11 월,52
숙박 및 음식점업,2020.12 월,27.8
숙박 및 음식점업,2021.01 월,30.6
숙박 및 음식점업,2021.02 월,32.8
숙박 및 음식점업,2021.03 월,66.4
숙박 및 음식점업,2021.04 월,60.9
숙박 및 음식점업,2021.05 월,62.8
숙박 및 음식점업,2021.06 월,67.8
숙박 및 음식점업,2021.07 월,35.2
숙박 및 음식점업,2021.08 월,49.5
숙박 및 음식점업,2021.09 월,50.8
숙박 및 음식점업,2021.10 월,53.5
숙박 및 음식점업,2021.11 월,80.5
숙박 및 음식점업,2021.12 월,50
숙박 및 음식점업,2022.01 월,55.8
숙박 및 음식점업,2022.02 월,55.6
숙박 및 음식점업,2022.03 월,61.2
숙박 및 음식점업,2022.04 월,83.1
"출판,영상,방송통신 및 정보서비스업",2015.01 월,90.7
"출판,영상,방송통신 및 정보서비스업",2015.02 월,85.3
"출판,영상,방송통신 및 정보서비스업",2015.03 월,93.1
"출판,영상,방송통신 및 정보서비스업",2015.04 월,90.7
"출판,영상,방송통신 및 정보서비스업",2015.05 월,88.1
"출판,영상,방송통신 및 정보서비스업",2015.06 월,83
"출판,영상,방송통신 및 정보서비스업",2015.07 월,83.8
"출판,영상,방송통신 및 정보서비스업",2015.08 월,84
"출판,영상,방송통신 및 정보서비스업",2015.09 월,90.2
"출판,영상,방송통신 및 정보서비스업",2015.10 월,91.9
"출판,영상,방송통신 및 정보서비스업",2015.11 월,93.2
"출판,영상,방송통신 및 정보서비스업",2015.12 월,89.6
"출판,영상,방송통신 및 정보서비스업",2016.01 월,86.6
"출판,영상,방송통신 및 정보서비스업",2016.02 월,77.6
"출판,영상,방송통신 및 정보서비스업",2016.03 월,96.8
"출판,영상,방송통신 및 정보서비스업",2016.04 월,95.2
"출판,영상,방송통신 및 정보서비스업",2016.05 월,97.6
"출판,영상,방송통신 및 정보서비스업",2016.06 월,95.6
"출판,영상,방송통신 및 정보서비스업",2016.07 월,94.8
"출판,영상,방송통신 및 정보서비스업",2016.08 월,94.3
"출판,영상,방송통신 및 정보서비스업",2016.09 월,91.3
"출판,영상,방송통신 및 정보서비스업",2016.10 월,92.6
"출판,영상,방송통신 및 정보서비스업",2016.11 월,90.3
"출판,영상,방송통신 및 정보서비스업",2016.12 월,90.2
"출판,영상,방송통신 및 정보서비스업",2017.01 월,86.3
"출판,영상,방송통신 및 정보서비스업",2017.02 월,85.8
"출판,영상,방송통신 및 정보서비스업",2017.03 월,87
"출판,영상,방송통신 및 정보서비스업",2017.04 월,93.8
"출판,영상,방송통신 및 정보서비스업",2017.05 월,89.6
"출판,영상,방송통신 및 정보서비스업",2017.06 월,89.5
"출판,영상,방송통신 및 정보서비스업",2017.07 월,90.5
"출판,영상,방송통신 및 정보서비스업",2017.08 월,89.4
"출판,영상,방송통신 및 정보서비스업",2017.09 월,94.4
"출판,영상,방송통신 및 정보서비스업",2017.10 월,89.7
"출판,영상,방송통신 및 정보서비스업",2017.11 월,91.3
"출판,영상,방송통신 및 정보서비스업",2017.12 월,92.1
"출판,영상,방송통신 및 정보서비스업",2018.01 월,89.9
"출판,영상,방송통신 및 정보서비스업",2018.02 월,87.5
"출판,영상,방송통신 및 정보서비스업",2018.03 월,93
"출판,영상,방송통신 및 정보서비스업",2018.04 월,93.3
"출판,영상,방송통신 및 정보서비스업",2018.05 월,89.3
"출판,영상,방송통신 및 정보서비스업",2018.06 월,89.2
"출판,영상,방송통신 및 정보서비스업",2018.07 월,86.9
"출판,영상,방송통신 및 정보서비스업",2018.08 월,87.2
"출판,영상,방송통신 및 정보서비스업",2018.09 월,89
"출판,영상,방송통신 및 정보서비스업",2018.10 월,89.6
"출판,영상,방송통신 및 정보서비스업",2018.11 월,91.9
"출판,영상,방송통신 및 정보서비스업",2018.12 월,94.1
"출판,영상,방송통신 및 정보서비스업",2019.01 월,87.7
"출판,영상,방송통신 및 정보서비스업",2019.02 월,87.1
"출판,영상,방송통신 및 정보서비스업",2019.03 월,91.4
"출판,영상,방송통신 및 정보서비스업",2019.04 월,92.8
"출판,영상,방송통신 및 정보서비스업",2019.05 월,94
"출판,영상,방송통신 및 정보서비스업",2019.06 월,90.9
"출판,영상,방송통신 및 정보서비스업",2019.07 월,92.9
"출판,영상,방송통신 및 정보서비스업",2019.08 월,90.7
"출판,영상,방송통신 및 정보서비스업",2019.09 월,89.9
"출판,영상,방송통신 및 정보서비스업",2019.10 월,91.2
"출판,영상,방송통신 및 정보서비스업",2019.11 월,95.7
"출판,영상,방송통신 및 정보서비스업",2019.12 월,99.7
"출판,영상,방송통신 및 정보서비스업",2020.01 월,95.6
"출판,영상,방송통신 및 정보서비스업",2020.02 월,91.7
"출판,영상,방송통신 및 정보서비스업",2020.03 월,74.3
"출판,영상,방송통신 및 정보서비스업",2020.04 월,75.4
"출판,영상,방송통신 및 정보서비스업",2020.05 월,77.3
"출판,영상,방송통신 및 정보서비스업",2020.06 월,80.1
"출판,영상,방송통신 및 정보서비스업",2020.07 월,80.5
"출판,영상,방송통신 및 정보서비스업",2020.08 월,74.6
"출판,영상,방송통신 및 정보서비스업",2020.09 월,77.2
"출판,영상,방송통신 및 정보서비스업",2020.10 월,80.6
"출판,영상,방송통신 및 정보서비스업",2020.11 월,82.2
"출판,영상,방송통신 및 정보서비스업",2020.12 월,75.1
"출판,영상,방송통신 및 정보서비스업",2021.01 월,72.7
"출판,영상,방송통신 및 정보서비스업",2021.02 월,74.6
"출판,영상,방송통신 및 정보서비스업",2021.03 월,80.8
"출판,영상,방송통신 및 정보서비스업",2021.04 월,80.8
"출판,영상,방송통신 및 정보서비스업",2021.05 월,83.1
"출판,영상,방송통신 및 정보서비스업",2021.06 월,84.6
"출판,영상,방송통신 및 정보서비스업",2021.07 월,83.3
"출판,영상,방송통신 및 정보서비스업",2021.08 월,78.2
"출판,영상,방송통신 및 정보서비스업",2021.09 월,85.1
"출판,영상,방송통신 및 정보서비스업",2021.10 월,83.3
"출판,영상,방송통신 및 정보서비스업",2021.11 월,87.6
"출판,영상,방송통신 및 정보서비스업",2021.12 월,91.4
"출판,영상,방송통신 및 정보서비스업",2022.01 월,80.6
"출판,영상,방송통신 및 정보서비스업",2022.02 월,81
"출판,영상,방송통신 및 정보서비스업",2022.03 월,80.6
"출판,영상,방송통신 및 정보서비스업",2022.04 월,82.6
부동산업 및 임대업,2015.01 월,83.4
부동산업 및 임대업,2015.02 월,87.6
부동산업 및 임대업,2015.03 월,99.4
부동산업 및 임대업,2015.04 월,89.1
부동산업 및 임대업,2015.05 월,101.9
부동산업 및 임대업,2015.06 월,85.7
부동산업 및 임대업,2015.07 월,81.4
부동산업 및 임대업,2015.08 월,82.2
부동산업 및 임대업,2015.09 월,88.8
부동산업 및 임대업,2015.10 월,87
부동산업 및 임대업,2015.11 월,85.7
부동산업 및 임대업,2015.12 월,80
부동산업 및 임대업,2016.01 월,75.4
부동산업 및 임대업,2016.02 월,73.2
부동산업 및 임대업,2016.03 월,87
부동산업 및 임대업,2016.04 월,92.6
부동산업 및 임대업,2016.05 월,83
부동산업 및 임대업,2016.06 월,83.9
부동산업 및 임대업,2016.07 월,88.5
부동산업 및 임대업,2016.08 월,79
부동산업 및 임대업,2016.09 월,85.3
부동산업 및 임대업,2016.10 월,85.7
부동산업 및 임대업,2016.11 월,81
부동산업 및 임대업,2016.12 월,76.5
부동산업 및 임대업,2017.01 월,69.5
부동산업 및 임대업,2017.02 월,77
부동산업 및 임대업,2017.03 월,79.1
부동산업 및 임대업,2017.04 월,83.5
부동산업 및 임대업,2017.05 월,85
부동산업 및 임대업,2017.06 월,86.8
부동산업 및 임대업,2017.07 월,83.8
부동산업 및 임대업,2017.08 월,76.8
부동산업 및 임대업,2017.09 월,83.6
부동산업 및 임대업,2017.10 월,83.9
부동산업 및 임대업,2017.11 월,84.1
부동산업 및 임대업,2017.12 월,78.3
부동산업 및 임대업,2018.01 월,75.3
부동산업 및 임대업,2018.02 월,75.1
부동산업 및 임대업,2018.03 월,84.5
부동산업 및 임대업,2018.04 월,84.3
부동산업 및 임대업,2018.05 월,80.9
부동산업 및 임대업,2018.06 월,85.4
부동산업 및 임대업,2018.07 월,87.2
부동산업 및 임대업,2018.08 월,79.9
부동산업 및 임대업,2018.09 월,77.1
부동산업 및 임대업,2018.10 월,84.4
부동산업 및 임대업,2018.11 월,79.8
부동산업 및 임대업,2018.12 월,68.7
부동산업 및 임대업,2019.01 월,76
부동산업 및 임대업,2019.02 월,79.7
부동산업 및 임대업,2019.03 월,81.5
부동산업 및 임대업,2019.04 월,82.7
부동산업 및 임대업,2019.05 월,83.7
부동산업 및 임대업,2019.06 월,84.4
부동산업 및 임대업,2019.07 월,83.4
부동산업 및 임대업,2019.08 월,77.9
부동산업 및 임대업,2019.09 월,77.9
부동산업 및 임대업,2019.10 월,81.3
부동산업 및 임대업,2019.11 월,84.8
부동산업 및 임대업,2019.12 월,80.5
부동산업 및 임대업,2020.01 월,77.3
부동산업 및 임대업,2020.02 월,75.1
부동산업 및 임대업,2020.03 월,53.6
부동산업 및 임대업,2020.04 월,58.2
부동산업 및 임대업,2020.05 월,61.7
부동산업 및 임대업,2020.06 월,65.1
부동산업 및 임대업,2020.07 월,72.2
부동산업 및 임대업,2020.08 월,64.5
부동산업 및 임대업,2020.09 월,62.2
부동산업 및 임대업,2020.10 월,65.7
부동산업 및 임대업,2020.11 월,71.4
부동산업 및 임대업,2020.12 월,67.4
부동산업 및 임대업,2021.01 월,61.8
부동산업 및 임대업,2021.02 월,62.3
부동산업 및 임대업,2021.03 월,69.3
부동산업 및 임대업,2021.04 월,65.7
부동산업 및 임대업,2021.05 월,71.2
부동산업 및 임대업,2021.06 월,72.3
부동산업 및 임대업,2021.07 월,75
부동산업 및 임대업,2021.08 월,62.7
부동산업 및 임대업,2021.09 월,66.9
부동산업 및 임대업,2021.10 월,72.2
부동산업 및 임대업,2021.11 월,70.8
부동산업 및 임대업,2021.12 월,68.4
부동산업 및 임대업,2022.01 월,71.2
부동산업 및 임대업,2022.02 월,72.7
부동산업 및 임대업,2022.03 월,71.8
부동산업 및 임대업,2022.04 월,72.9
"전문,과학 및 기술서비스업",2015.01 월,86.3
"전문,과학 및 기술서비스업",2015.02 월,86.7
"전문,과학 및 기술서비스업",2015.03 월,91.8
"전문,과학 및 기술서비스업",2015.04 월,90.7
"전문,과학 및 기술서비스업",2015.05 월,93.6
"전문,과학 및 기술서비스업",2015.06 월,84.9
"전문,과학 및 기술서비스업",2015.07 월,85.5
"전문,과학 및 기술서비스업",2015.08 월,85.3
"전문,과학 및 기술서비스업",2015.09 월,92.4
"전문,과학 및 기술서비스업",2015.10 월,89
"전문,과학 및 기술서비스업",2015.11 월,90.2
"전문,과학 및 기술서비스업",2015.12 월,91.9
"전문,과학 및 기술서비스업",2016.01 월,88.3
"전문,과학 및 기술서비스업",2016.02 월,81.9
"전문,과학 및 기술서비스업",2016.03 월,89.8
"전문,과학 및 기술서비스업",2016.04 월,86.6
"전문,과학 및 기술서비스업",2016.05 월,90.9
"전문,과학 및 기술서비스업",2016.06 월,90.2
"전문,과학 및 기술서비스업",2016.07 월,87.9
"전문,과학 및 기술서비스업",2016.08 월,93.5
"전문,과학 및 기술서비스업",2016.09 월,89.5
"전문,과학 및 기술서비스업",2016.10 월,84.7
"전문,과학 및 기술서비스업",2016.11 월,79.8
"전문,과학 및 기술서비스업",2016.12 월,80.5
"전문,과학 및 기술서비스업",2017.01 월,78.3
"전문,과학 및 기술서비스업",2017.02 월,81.3
"전문,과학 및 기술서비스업",2017.03 월,83.4
"전문,과학 및 기술서비스업",2017.04 월,87.1
"전문,과학 및 기술서비스업",2017.05 월,82.2
"전문,과학 및 기술서비스업",2017.06 월,86.5
"전문,과학 및 기술서비스업",2017.07 월,84.3
"전문,과학 및 기술서비스업",2017.08 월,79.6
"전문,과학 및 기술서비스업",2017.09 월,84.7
"전문,과학 및 기술서비스업",2017.10 월,86.9
"전문,과학 및 기술서비스업",2017.11 월,88.3
"전문,과학 및 기술서비스업",2017.12 월,89.9
"전문,과학 및 기술서비스업",2018.01 월,82
"전문,과학 및 기술서비스업",2018.02 월,79.2
"전문,과학 및 기술서비스업",2018.03 월,83.8
"전문,과학 및 기술서비스업",2018.04 월,86.8
"전문,과학 및 기술서비스업",2018.05 월,90.2
"전문,과학 및 기술서비스업",2018.06 월,90.9
"전문,과학 및 기술서비스업",2018.07 월,83
"전문,과학 및 기술서비스업",2018.08 월,80.3
"전문,과학 및 기술서비스업",2018.09 월,80.9
"전문,과학 및 기술서비스업",2018.10 월,86.1
"전문,과학 및 기술서비스업",2018.11 월,84.5
"전문,과학 및 기술서비스업",2018.12 월,91.1
"전문,과학 및 기술서비스업",2019.01 월,81.7
"전문,과학 및 기술서비스업",2019.02 월,79.8
"전문,과학 및 기술서비스업",2019.03 월,85.9
"전문,과학 및 기술서비스업",2019.04 월,88.2
"전문,과학 및 기술서비스업",2019.05 월,86.4
"전문,과학 및 기술서비스업",2019.06 월,85.5
"전문,과학 및 기술서비스업",2019.07 월,78.3
"전문,과학 및 기술서비스업",2019.08 월,82.8
"전문,과학 및 기술서비스업",2019.09 월,84.5
"전문,과학 및 기술서비스업",2019.10 월,89.8
"전문,과학 및 기술서비스업",2019.11 월,86.9
"전문,과학 및 기술서비스업",2019.12 월,89.7
"전문,과학 및 기술서비스업",2020.01 월,85.6
"전문,과학 및 기술서비스업",2020.02 월,80.9
"전문,과학 및 기술서비스업",2020.03 월,64.6
"전문,과학 및 기술서비스업",2020.04 월,66.5
"전문,과학 및 기술서비스업",2020.05 월,68.5
"전문,과학 및 기술서비스업",2020.06 월,76.6
"전문,과학 및 기술서비스업",2020.07 월,74.5
"전문,과학 및 기술서비스업",2020.08 월,70.5
"전문,과학 및 기술서비스업",2020.09 월,71.1
"전문,과학 및 기술서비스업",2020.10 월,78.2
"전문,과학 및 기술서비스업",2020.11 월,72.9
"전문,과학 및 기술서비스업",2020.12 월,82.9
"전문,과학 및 기술서비스업",2021.01 월,74.4
"전문,과학 및 기술서비스업",2021.02 월,75.8
"전문,과학 및 기술서비스업",2021.03 월,82.9
"전문,과학 및 기술서비스업",2021.04 월,79.8
"전문,과학 및 기술서비스업",2021.05 월,81.6
"전문,과학 및 기술서비스업",2021.06 월,84.3
"전문,과학 및 기술서비스업",2021.07 월,80.5
"전문,과학 및 기술서비스업",2021.08 월,77.4
"전문,과학 및 기술서비스업",2021.09 월,80.4
"전문,과학 및 기술서비스업",2021.10 월,79.7
"전문,과학 및 기술서비스업",2021.11 월,78.3
"전문,과학 및 기술서비스업",2021.12 월,86.7
"전문,과학 및 기술서비스업",2022.01 월,81.3
"전문,과학 및 기술서비스업",2022.02 월,79.1
"전문,과학 및 기술서비스업",2022.03 월,83.7
"전문,과학 및 기술서비스업",2022.04 월,85.7
사업시설관리 및 사업지원서비스업,2015.01 월,77.6
사업시설관리 및 사업지원서비스업,2015.02 월,81.8
사업시설관리 및 사업지원서비스업,2015.03 월,90.6
사업시설관리 및 사업지원서비스업,2015.04 월,87
사업시설관리 및 사업지원서비스업,2015.05 월,88.2
사업시설관리 및 사업지원서비스업,2015.06 월,84.8
사업시설관리 및 사업지원서비스업,2015.07 월,83.1
사업시설관리 및 사업지원서비스업,2015.08 월,82.6
사업시설관리 및 사업지원서비스업,2015.09 월,91.1
사업시설관리 및 사업지원서비스업,2015.10 월,93
사업시설관리 및 사업지원서비스업,2015.11 월,84.6
사업시설관리 및 사업지원서비스업,2015.12 월,84.7
사업시설관리 및 사업지원서비스업,2016.01 월,80.7
사업시설관리 및 사업지원서비스업,2016.02 월,79.2
사업시설관리 및 사업지원서비스업,2016.03 월,87.6
사업시설관리 및 사업지원서비스업,2016.04 월,96.4
사업시설관리 및 사업지원서비스업,2016.05 월,90.8
사업시설관리 및 사업지원서비스업,2016.06 월,87.2
사업시설관리 및 사업지원서비스업,2016.07 월,85.8
사업시설관리 및 사업지원서비스업,2016.08 월,79.7
사업시설관리 및 사업지원서비스업,2016.09 월,86.3
사업시설관리 및 사업지원서비스업,2016.10 월,89.5
사업시설관리 및 사업지원서비스업,2016.11 월,89.6
사업시설관리 및 사업지원서비스업,2016.12 월,89.5
사업시설관리 및 사업지원서비스업,2017.01 월,81.5
사업시설관리 및 사업지원서비스업,2017.02 월,84.2
사업시설관리 및 사업지원서비스업,2017.03 월,94.3
사업시설관리 및 사업지원서비스업,2017.04 월,93
사업시설관리 및 사업지원서비스업,2017.05 월,89.7
사업시설관리 및 사업지원서비스업,2017.06 월,88.5
사업시설관리 및 사업지원서비스업,2017.07 월,84.6
사업시설관리 및 사업지원서비스업,2017.08 월,86.1
사업시설관리 및 사업지원서비스업,2017.09 월,91.1
사업시설관리 및 사업지원서비스업,2017.10 월,91.2
사업시설관리 및 사업지원서비스업,2017.11 월,91.6
사업시설관리 및 사업지원서비스업,2017.12 월,88.7
사업시설관리 및 사업지원서비스업,2018.01 월,78.9
사업시설관리 및 사업지원서비스업,2018.02 월,79.4
사업시설관리 및 사업지원서비스업,2018.03 월,89.1
사업시설관리 및 사업지원서비스업,2018.04 월,86.2
사업시설관리 및 사업지원서비스업,2018.05 월,87.9
사업시설관리 및 사업지원서비스업,2018.06 월,86.3
사업시설관리 및 사업지원서비스업,2018.07 월,81.7
사업시설관리 및 사업지원서비스업,2018.08 월,86.2
사업시설관리 및 사업지원서비스업,2018.09 월,85
사업시설관리 및 사업지원서비스업,2018.10 월,88.3
사업시설관리 및 사업지원서비스업,2018.11 월,85.6
사업시설관리 및 사업지원서비스업,2018.12 월,82.3
사업시설관리 및 사업지원서비스업,2019.01 월,83.1
사업시설관리 및 사업지원서비스업,2019.02 월,83.8
사업시설관리 및 사업지원서비스업,2019.03 월,89.7
사업시설관리 및 사업지원서비스업,2019.04 월,88.5
사업시설관리 및 사업지원서비스업,2019.05 월,89.6
사업시설관리 및 사업지원서비스업,2019.06 월,88.4
사업시설관리 및 사업지원서비스업,2019.07 월,86.8
사업시설관리 및 사업지원서비스업,2019.08 월,87
사업시설관리 및 사업지원서비스업,2019.09 월,92.3
사업시설관리 및 사업지원서비스업,2019.10 월,93
사업시설관리 및 사업지원서비스업,2019.11 월,88.7
사업시설관리 및 사업지원서비스업,2019.12 월,89.2
사업시설관리 및 사업지원서비스업,2020.01 월,80.2
사업시설관리 및 사업지원서비스업,2020.02 월,76.8
사업시설관리 및 사업지원서비스업,2020.03 월,66.1
사업시설관리 및 사업지원서비스업,2020.04 월,67.1
사업시설관리 및 사업지원서비스업,2020.05 월,64.1
사업시설관리 및 사업지원서비스업,2020.06 월,71.9
사업시설관리 및 사업지원서비스업,2020.07 월,75.3
사업시설관리 및 사업지원서비스업,2020.08 월,68.9
사업시설관리 및 사업지원서비스업,2020.09 월,75.3
사업시설관리 및 사업지원서비스업,2020.10 월,79.7
사업시설관리 및 사업지원서비스업,2020.11 월,77.8
사업시설관리 및 사업지원서비스업,2020.12 월,69.8
사업시설관리 및 사업지원서비스업,2021.01 월,68.8
사업시설관리 및 사업지원서비스업,2021.02 월,77.7
사업시설관리 및 사업지원서비스업,2021.03 월,72.4
사업시설관리 및 사업지원서비스업,2021.04 월,82.5
사업시설관리 및 사업지원서비스업,2021.05 월,80
사업시설관리 및 사업지원서비스업,2021.06 월,80
사업시설관리 및 사업지원서비스업,2021.07 월,82.7
사업시설관리 및 사업지원서비스업,2021.08 월,82.9
사업시설관리 및 사업지원서비스업,2021.09 월,82.6
사업시설관리 및 사업지원서비스업,2021.10 월,88.3
사업시설관리 및 사업지원서비스업,2021.11 월,86.8
사업시설관리 및 사업지원서비스업,2021.12 월,87.3
사업시설관리 및 사업지원서비스업,2022.01 월,80
사업시설관리 및 사업지원서비스업,2022.02 월,84.5
사업시설관리 및 사업지원서비스업,2022.03 월,87
사업시설관리 및 사업지원서비스업,2022.04 월,86.2
교육서비스업,2015.01 월,92.8
교육서비스업,2015.02 월,81.9
교육서비스업,2015.03 월,73.5
교육서비스업,2015.04 월,89.8
교육서비스업,2015.05 월,88.9
교육서비스업,2015.06 월,54.8
교육서비스업,2015.07 월,74.9
교육서비스업,2015.08 월,82.5
교육서비스업,2015.09 월,86.3
교육서비스업,2015.10 월,91.3
교육서비스업,2015.11 월,84.3
교육서비스업,2015.12 월,90.9
교육서비스업,2016.01 월,86.9
교육서비스업,2016.02 월,79.6
교육서비스업,2016.03 월,82.3
교육서비스업,2016.04 월,100.4
교육서비스업,2016.05 월,71.3
교육서비스업,2016.06 월,94.1
교육서비스업,2016.07 월,110.7
교육서비스업,2016.08 월,92.6
교육서비스업,2016.09 월,64.1
교육서비스업,2016.10 월,79.3
